Main_Category,Course_Title,Description,Course_Content,Lecturers_name
Business,Creating a Part-Time Sales Management Consulting Practice,A step-by-step playbook,Understand the market potential for part-time sales management. Know how to identify prospects and demonstrate the value of part-time sales management. Understand the over-arching principles of sales process redesign and how to deliver excellent value to customers,Jim Muehlhausen JD
Business,How to train Management Consultants & Business Analysts,"A practical guide on how to train the best people to compete with McKinsey, Bain, BCG, PwC, EY",Design the optimal training system for you firm. Produce fast and efficiently world class Business Analysts and Management Consultants. Estimate the cost of training system,Asen Gyczew
Business,Case Management Training 103 | Supervisors Training,Training For Experience Case Managers,Case Manager will learn the education and work experience to supervise  case managers,CM Training LLC
Business,FSC Chain of Custody (CoC) Management System,Learn how to implement FSC Chain of Custody Management System as per FSC-STD-40-004 and get certified,Understand All the requirements of FSC CoC Standard. Implement an FSC CoC Management System according to FSC-STD-40-004. Take part in FSC Audits,Nidhin Koroth
Business,Operations Consulting,The journey of a business transformation - how to maintain an intense focus on implementation,"How to help organizations get things done in a systematic, stress-free manner. The art, craft and science of management consulting. How to get people to take ownership and solve their own problems",Ankur Mehta
Business,Prompt Engineering Mastery: Boost ChatGPT & AI Skills,A Step-by-Step Guide to Crafting Effective Prompts for ChatGPT & Other AI Language Models with Real-World Applications,"Gain a deep understanding of the fundamentals, principles, and techniques of prompt engineering and its applications in various domains.. Master the art of crafting effective prompts, utilizing tags, and employing advanced strategies to maximize the potential of AI language models.. Develop the skills to create prompts for diverse applications such as content creation, coding assistance, chatbot therapy, and more using Chat GPT.",Gregor Maric
Business,Prompt Engineering and RAG (Retrieval-Augmented Generation),Become more productive and use AI technologies more efficiently using Prompt Engineering. Future-proof your career now!,Prompt engineering techniques. Prompts customization and optimization. AI bias mitigation strategies,Laurentiu Raducu
Business,Learn How To Make Money With Chatgpt Prompt,How To Make Money From Ai Prompts,Craft High-Quality ChatGPT Prompts. Navigate the AI Content Marketplace. Efficient Prompt Creation in Easy Way,Lawal Lekan
Business,Prompt Engineering with OpenAI API,Discover the API of the biggest Large Language Model ever released,Understand the basics of API and how it works.. Learn how to interact with an advanced large language model through its API.. Explore the different capabilities of the large language model and how to leverage them through the API.,Jose M Hernandez
Business,Create and Sell AI Prompts for Profit,"Create and Sell AI Prompts for Profit | Prompt Engineering, Generative AI, Chat GPT Productivity, AI Business",What is an AI prompt?. The anatomy of an AI prompt.. How to create an AI prompt?,Programming Made Easy
Business,The Complete Prompt Engineering Course,"Exploring AI Interactions:  Proficiency in LLMs, Prompt design, machine learning, Python, PyTorch, Langchain and more.","From foundations to expert, learn about every major Prompt Engineering topic.. Master the basics of prompt engineering and the psychology of AI interactions.. Learn the art and techniques of crafting effective AI prompts.",S. Sliman Dusable
Business,Certificate in Business Analysis: ECBA/CBAP PBA Exam Mastery,"Master Business Analysi, Ace the Certification Exam and Ascend to Success","Understand the core concept and importance of business analysis in today's business environment.. Learn about the responsibilities, skills, and impact of a business analyst within an organization.. Understand how to plan the business analysis approach, stakeholder engagement, and governance.",Sorin Dumitrascu
Business,IIBA ECBA Business Analysis Certificate - Practice Exam,IIBA ECBA,Practice for the ECBA certification. Learn about the type of questions that can be asked. Be confident during certification,othman mekouar
Business,Entry Certificate in Business Analysis ( ECBA ) - 2024 Exams,Entry Certificate Business Analysis ( IIBA ECBA )  | Latest Practice Test | 06 Full length Exams | Updated 2024 BABOK,Business analysis basics. Requirements elicitation and analysis. Delivery and deployment,Nguyen Thi Giang
Business,ECBA (IIBA) Certification Chapter wise Practice test 2024,Chapter Wise Practice test,Fully prepared for ECBA certification exam. Learn how to ECBA IIBA certification exam. Quick glance at the most important questions,sovinder Yadav
Business,(IIBA-ECBA) Simulation Exams(2) 2024.,(IIBA-ECBA) Simulation Exams(2) 2024.,It helps you Pass the IIBA-ECBA exam .. Help to practice on the final exam environment.. Help to test and assess your readiness to take the final exam.,Dr.Shaban Osman .
Business,Create a Python Powered Chatbot in Under 60 Minutes,No previous Python experience necessary!,"Running a web server using Python and Flask. Create a smart, highly interactive Chatbot. Publish a Chat Bot to the web for free!",Jason Kries
Business,ChatGPT For YouTube Mastery | How To Use ChatGPT For YouTube,YouTube With ChatGPT Equals Content TAKEOVER | YouTube & ChatGPT Secrets | Youtube Automation | YouTube Audience Growth,How to use ChatGPT-3 to write optimized video scripts for audience retention. How increased views on YouTube. How to use ChatGPT to create YouTube Automation channels,Wealth Whispers. Cornell Literacy
Business,Natural Language Processing Real-World Projects in Python,"Solve 3 real Business Problems. Build Robust AI, NLP models for Sentiment, Security & Stock News Domain..",Hands on Real-World Projects on Various Domains of Natural Language Processing. Develop Natural Language Processing Models to Customer Sentiments. Develop Natural Language Processing Models to predict Stock News,Shan Singh
Business,2024 Bootcamp: Generative AI + LLM App Development,From zero to professional level: learn the keys to AI and build the most potential Generative AI applications.,"Keys to Artificial Intelligence and the new Generative AI.. Keys to LLM Applications, the highest potential applications of Generative AI.. How to create an LLM Application from scratch to professional level.",Julio Colomer
Business,Product Design in AI | Artificial Intelligence and Users,The Most Comprehensive UX for AI Course - Learn to Design for Artificial Intelligence as a UX/UI Designer of the Future,"You will learn to apply AI principles in product design, understand differences between traditional & AI design and create user-centered AI systems.. You will learn to address ethical concerns, understand the basics of machine learning, and improve communication in AI product development teams.. You will learn to identify user needs, goals and feedback in AI design, to create truly beneficial and user-centered products.",Emily UXAI
Business,Generative AI For Managers and Leaders,"Learn Generative AI, adoption in business processes, GenAI challenges and leading Generative AI projects","Foundational knowledge - What is Generative AI, AI, Machine Learning, Deep Learning. Integrating GenAI into business strategy. Be GenAI conversant with your teams, peers, stakeholders",Aakriti E-Learning Academy
Business,AI Tools and Chat GPT for Educators & Teachers,Overview of AI &amp; ChatGPT  and how to create educational resources instantly,Learn about the top AI tools tools that can be used immediately in your practice.. Learn how to integrate AI tools & Chat GPT and resources into daily classroom tasks and activities.. Learn how using AI can increase student engagement and motivation.,Allison McCrary
Business,ChatGPT Generative AI For Business Leaders | Gen AI Primer,Generative AI | Business Leaders | ChatGPT | Business Use-Cases | Foundational Concepts | Generative AI in 2 Hours,"Gain an excellent understanding of Generative AI, covering its definition, popularity, and underlying models. Assess the benefits and drawbacks of Generative AI, along with an exploration of its ethical implications and potential future developments. Acquire practical knowledge of the best practices of Generative AI, enabling the application of learned concepts in real-world scenarios",Henry Habib. The Intelligent Worker
Business,Generative AI For Leaders : The #1 surging skill for 2024,Empowering Leadership and Management skills Through Generative AI: A Masterclass for Leaders and Managers,"Grasp the core principles and potential of generative AI, understanding how it goes beyond traditional AI to create entirely new content.. Explore the different types of generative AI models, such as autoencoders, generative adversarial networks (GANs), and transformers. Gain insights into the real-world applications of generative AI across various industries, from personalized marketing campaigns to drug discovery and beyond.",Surendra Varma Pericherla
Business,Machine Learning & Generative AI for CXOs & Sr. Managers,Assess maturity for AI readiness | Demystify Artificial Intelligence | 8 Case Studies | Google's No Code Auto ML,What is Generative AI. What is Large Language Model (LLM). Is ChatGPT Strong AI or Weak AI,SeaportAi .
Business,Mastering Generative AI with LLMs: A Hugging Face Guide,"LLMs & Transformers: Dive into Hugging Face, Fine-tuning, Tokenization, and Datasets",How to build your own tokenizer using Hugging Face's Transformers library. How to build a custom dataset in Hugging Face. How to train a GPT-2 model from scratch using Hugging Face's Transformers library,Ingenium Academy
Business,Automate Digital Marketing & Social Media with Generative AI,"Automate Shorts, Reels, SEO, Blog Posts, Social Media Posts, Calendars, Emails copies, with AI","Dive deep into AI-driven long-form content creation, mastering techniques to produce comprehensive and engaging articles effortlessly.. Explore automated creation of shorts, reels, and TikToks, ensuring captivating content tailored for bite-sized audience engagement.. Unearth the secrets to auto-generating compelling social media posts, maintaining consistency and relevance across platforms.",Yash Thakker
Finance & Accounting,Xero Online Bookkeeping Software,"Learn how to use  Xero, the leading online accounting software to perform several essential bookkeeping tasks.","By the end of the course you will be able to complete various common functions using Xero software. In this course, you will learn how to:. Enter the opening balances",Lisa Newton
Finance & Accounting,Practical guide to entry level Accountants,Accounting concepts relevant for all entry level accountants.,"Entry level accountants, accounts payable, accounting clerks. Learn International Accounting Conceptual Framework. Learn Basic elements of Accountancy - (Asset, Liabilities, Equity, income and Expense)",Aamir Hussain
Finance & Accounting,Quickbooks Online - Level 2 Bookkeeping,Use quickbooks online to perform bookkeeping tasks that an entry level bookkeeper should be able to do.,By the end of this course you will be able to complete various common functions using Quickbooks Online. In this course you will learn how to:. Enter the opening balances. Amend the nominal ledger,Lisa Newton
Finance & Accounting,Double Entry Bookkeeping,In this course we will follow some simple steps which explains the concepts of double entry bookkeeping easily & quickly,By the end of this course students will understand and be able to produce a simple set of accounts up to the trial balance stage. ,Ruth McDougall
Finance & Accounting,Debt Collection Management,How to best manage a debtors book to maximize Working Capital,How to best manage a debtors book to maximize Working Capital.,Bizfacility (Pty) Ltd
Finance & Accounting,QuickBooks Desktop Made Simple For Small Business Owners,Only Basic Essential Bookkeeping For Last Minute Tax Preparation,All Essential QuickBooks QuickBooks Desktop Features Nessisary For Minimum Bookkeeping Requirements. How To Service Bookkeeping Clients Who need The Minumum Amount Of Bookkeping And Reports. What Documents Are Necessary To Accurately Record The Minimum Amount Of Bookkeeping Necessary,Mark Smolen
Finance & Accounting,Quickbooks 2013 Training - Bookkeeping Made Easy,Learn How To Use QuickBooks To Effectively Run Your Business Finances. A Definitive Quickbooks Training Course,To gain a solid understanding of using Quickbooks to run your business finances,Infinite Skills
Finance & Accounting,QuickBooks 2021 Desktop: Beginner-Advanced Masterclass,"Learn QuickBooks 2021 desktop edition with QuickBooks experts, Simon Sez IT",How to set up your company file. Working with QuickBooks preferences. Setup the chart of accounts in QuickBooks,Simon Sez IT
Finance & Accounting,Quickbooks Desktop Basic to Advance Training Course,Quickbooks Desktop for Freelancers Real Projects covers all popular versions of Quickbooks e.g pro enterprise etc,Training for QuickBooks complete start to finish. Working with QuickBooks preferences. Creating estimates,Accountech Training & Solutions
Finance & Accounting,Master QuickBooks Pro 2017 & QuickBooks 2018 the Easy Way,The Drop-Dead Simple Method to Mastering QuickBooks Pro. Includes 15 hours of training for QuickBooks Pro 2017 & 2018,Create your company file. Work with QuickBooks preferences. Set up and use a chart of accounts,Simon Sez IT
Finance & Accounting,QuickBooks Pro Desktop -Bookkeeping Business-Easy Way,"QuickBooks Pro Desktop bookkeeping business plan and examples, walking through bookkeeping engagement &amp; data entry","How to outline a simple bookkeeping system for a small business using QuickBooks Pro Desktop 2019 or prior years. How to network between the bookkeeper, business owner, and year-end tax accounting firm, CPA firm or tax preparer. How to set up a simple Bookkeeping company file in QuickBooks Desktop Pro 2019 or prior year and store it on a computer",Robert (Bob) Steele
Finance & Accounting,QuickBooks Online vs. QuickBooks Desktop,"Mastering QuickBooks: A Comparative Guide to Online and Desktop Versions - Navigate, Transact, Reconcile & Beyond","Identify the unique features of both QuickBooks Online and QuickBooks Desktop, understanding their key differences.. Examine the context in which one version might be preferred over the other, depending on specific accounting needs.. Master the navigation of both QuickBooks Online and Desktop, getting acquainted with their respective interfaces and features.",Robert (Bob) Steele
Finance & Accounting,QuickBooks Desktop vs. Excel,"QuickBooks and Excel accounting cycle, reporting financial transaction to both QuickBooks and Excel compare and contrast",Explore the core functionalities of QuickBooks Desktop and Excel for a variety of accounting tasks.. Distinguish differences in data input and transaction handling between QuickBooks Desktop and Excel.. Reconcile bank accounts in QuickBooks,Robert (Bob) Steele
Finance & Accounting,"QuickBooks Online Freelance, Self-Employed Bookkeeper",Work from Home And Use QUickBooks Online To Service Clients,How To be A Work-From-Home Freelance Bookkeeper. How To Use QuickBooks Online To Provide Express Bookkeeping To Service Clients. How To Freelance As A Self-Employed Bookkeeper,Mark Smolen
Finance & Accounting,How to Read Balance Sheet,Its high time you develop your Balance Sheet reading skill - Enroll now,How to Read Income Statement. How to Read Balance Sheet. How to Read Cash Flow Statement,"Raja Natarajan, B.Com., PGDBA, FCA"
Finance & Accounting,Financial Accounting - The Ultimate Beginner Course,Learn Financial Accounting the Easy Way,"Successfully Learn Beginner Financial Accounting. Understand Assets, Liabilities and Stockholders Equity. Understand Revenues, Expenses and how to Calculate Net Income",Nathaniel Garrett
Finance & Accounting,Accounting for Beginners,From complete beginner to making your own financial statements in just a few hours!,Learn the basics of accounting.  This course provides a foundational understanding that is crucial in developing a better understanding of accounting.. Financial Statements. Analysis of business,"Eric Knight, DBA, CPA"
Finance & Accounting,ACCA FA (F3) A Complete Course on Financial Accounting,Fundamentals of International Financial Accounting - ACCA FA (F3) - CIMA (CO2) - CA - CAT,"This a complete course on fundamentals of Financial Accounting.  The main purpose of this course is to teach students Financial Accounting from basics. It is a complete financial accounting course starting from zero level and then moving to advance levels.. The course contains videos for full syllabus, downloadable short notes for each chapter as well as videos for question and their solutions with explanations.",Syed Muhammad Ali Shah
Finance & Accounting,Financial & Managerial Accounting Capstone: Course 5 of 5,Turn Principles Into ACTION - Learn to apply the LANGUAGE OF BUSINESS principles to the REAL WORLD.,"How to Apply Accounting Principles to Real-World Applications. How to Buy a Business, The Most Important Number in the World (Earnings per share). Stock Applications Within a Business, Hope VS. Reality in Investing, Risks in Investing, Argument for Capitalism",Norm Nemrow
Finance & Accounting,ACCA FA (F3) - A Complete Course,A complete course to pass your ACCA FA (F3) exam,"This a complete course on fundamentals of Financial Accounting. The main purpose of this course is to teach students Financial Accounting from basics.. The course contains videos for full syllabus, downloadable short notes for each chapter as well as videos for question and their solutions with explanations.. It is a complete financial accounting course starting from zero level and then moving to advance levels.",Syed Muhammad Ali Shah
Finance & Accounting,Financial Accounting: Create accounting statement of company,Practical illustrations based learning to create Income Statement and Balance Sheet of any company,Prepare the accounting statements of any company. Income Statement of any company. Balance Sheet of any company,Ashish Agarwal
Finance & Accounting,Finance For Non Finance - Learn Finance Fundamentals Today,"Learn accounting concepts, conventions, statements, ratios, valuation, budgeting, procurement & financial legislation","Introduction to the fundamentals of accounting and what accounting is. How to analyze financial statements, the advantages and disadvantages. Discuss the different accounting concepts and why they matter in finance",Peter Alkema. Regenesys Business School
Finance & Accounting,"Financial Ratio Analysis, Modelling and Technical Analysis.","A master class on Financial Ratio Analysis , Financial Modelling and Technical Analysis.","Understand the principles of financial ratios and be able to calculate and interpret key ratios, including the current ratio, quick ratio, debt-to-equity ratio,. Develop a working knowledge of technical analysis and be able to use chart patterns, indicators, and other tools to make informed trading decisions.. Understand the principles of financial modeling and be able to build a financial model from scratch, incorporating assumptions and inputs.",Finance in Canada Inc
Finance & Accounting,The Complete Financial Statement Analysis Course,Financial ratio and financial statement analysis tools for value investors! Includes case studies w/ excel examples.,"Understand the mechanics of financial statements (balance sheet, income statement, and statement of cash flow). . Understand key earnings ratios including earnings-per-share (EPS). . Calculate profitability metrics and how to properly analyze them.  ",Andrew P.C.
Finance & Accounting,Finance for Entrepreneurs & Small Businesses,Maximising your chances for financial success,To become fluent in business finance. Understand the key financial considerations for a start up and / or small business. How to read and interpret the key financial statements - to spot warning signs of financial difficulty,Ted Wainman MBA ACA
Finance & Accounting,Islamic Banking and Finance - Theory and Practice,Introduction to Islamic Finance,Islamic Finance Theory. What makes Islamic Finance Different. Explanation and insight into the use of various Islamic modes of Finance,Suleman Muhammad
Finance & Accounting,The Complete Advanced Accounting and Finance Course,Advanced accounting & finance topics related to startup and early stage companies. Learn accounting and finance,"Learn From A Top Rated Instructor Who Has Been Teaching On Udemy Since 2013 and Taught Over 100,000 Students!. Accounting for Options and Warrants. Depreciation and Amortization","Chris Benjamin, MBA & CFO"
Finance & Accounting,Build a Robust Stock Valuation System - Financial Modeling,Learn how to value any stock using Multiples. Apply rigorous finance fundamentals to build a system designed to last.,"Discover how to value stocks using Multiples Based Valuation techniques using real world data obtained for free from credible sources.. Design and build your own stock valuation system from scratch, and replicate the system on any stock, anywhere, anytime.. Learn how to 'match' firms on industry, subindustry, size, liquidity, profitability, competitive advantage, and cashflow management.",Fervent #LearnWithDistinction. Support from Fervent
Finance & Accounting,TallyPrime with GST | Enhance Business Efficiency with Tally,"Learn the new Tally Prime, its features & modules -  Accounting, Inventory, GST (with e-invoicing) , MIS & Cost center","Tally Prime & its latest features and functionalities. Accounting -  groups, subgroups, chart of accounts, ledger and voucher creation. Inventory -  stock group, stock category, stock item, batch details with manufacturing, stock summary report.",Bhavik Seth
Finance & Accounting,Financial Accounting & Business Management with Tally.ERP 9,Learn Tally ERP 9 from scratch. Become an Accountant and manage complete Tally ERP & Accounting software of your company,"Gain end-to-end knowledge of Tally ERP 9. Learn about Ledgers Creation, Journal Postings, Debit and Credit Note, Purchase and Sales Order. Understand how to do Postings in Tally, Adjustment Entries, Contra Entries",Uplatz Training
Finance & Accounting,Tally Prime + GST + TDS + Payroll Basic to Advance Course,Learn Tally Step by step real world practical examples of different businesses from 20+ years experienced Trainer,"Step by Step Guide from Basic to Advance Real Business Practial Examples in easy language. Accounting & Inventory Masters, Posting Vouchers with real time examples. Goods and Services Tax | GST | Sales | Purchase | Set off GST Input Credit | GSTR 1 | GSTR 3B | Reconciliaiton of GSTR 2B | RCM",Veer Tutorial. Mahavir Bhardwaj
Finance & Accounting,Tally Prime for Beginners,A Gate way to Tally Prime,Basic Accounting in Tally Prime,Chandralekha Chawan
Finance & Accounting,TallyPrime Training with GST 2022,"A Complete TallyPrime Training to manage accounting, Inventory, orders, GST and payroll in Tally",How to Create Company in Tally. Accounting basics like debits and credits that will help you understand and post entries with confidence. Learn to transfer account information (Bookkeeping) from physical to TallyPrime Software,Himanshu Dhar
Finance & Accounting,TallyPrime + Micosoft Excel Training,A Complete TallyPrime with GST along with Basic to Advance level of Microsoft Excel,How to Create Company in TallyPrime. Accounting basics like debits and credits that will help you understand and post entries with confidence. Learn to transfer account information (Bookkeeping) from physical to TallyPrime Software,Himanshu Dhar
Finance & Accounting,2024 CPA USA -Information Systems and Controls Practice Test,Pass your CPA Information Systems and Controls (ISC) examination with confidence with us.,"2024 CPA USA -Information Systems and Controls  Syllabus Indepth Coverage .. Regulations, Standards, and Frameworks. Information Systems and Data Management",Saeed Raza
Finance & Accounting,2024 CPA (AUD) AUDITING & ATTESTATION Practice Test,Pass your CPA AUDITING & ATTESTATION Exam with Confidence. CPA USA AUD,"2024 CPA (AUD) AUDITING & ATTESTATION  Syllabus Indepth Coverage. Ethics, Professional Responsibilities and General Principles (15-25%). Assessing Risk and Developing a Planned Response (20-30%)",Bright Future Way
Finance & Accounting,2024 AUDITING Practice Test - CPA USA,Pass your CPA USA Auditing Examination with confidence. CPA USA (AUD).,"CPA USA Auditing 2024 Syllabus indepth coverage. Ethics, Professional Responsibilities, and General Principles. Assessing Risk and Developing a Planned Response",Knowledge Junction
Finance & Accounting,IFRS 16 Leases - Learn from Industry Data and Annual Reports,New lease accounting in the books of Lessor and Lessee including all the amendments as per IFRS 16/Ins AS 116,Understanding of leases. Lease liability and Right of use of asset. Fixed and in-substance fixed lease payments,Ankit Kumar Bajaj
Finance & Accounting,Learn IFRS Through Case Studies Part 1,Practical Application of IFRS through Case-Based Accounting Scenarios,Practical application of IFRS to 35+ accounting scenarios across six cases. Identify the relevant IFRS standard and steps to address the issue using the relevant standard. Step-by-step analysis of the issue or scenario using the relevant IFRS standards,Hasan Hanif
Finance & Accounting,"Fundamentals of IAS 37, 40, 41",Complete Understanding of International Accounting Standards 37 &amp; 40 &amp; 41,"Learn International Accounting Standard 37, deals with provisions, contingent liabilities, and contingent assets. Learn International Accounting Standard 40, How it addresses the accounting treatment for investment properties. Understand International Accounting Standard 41, and how it deals with the accounting treatment and disclosures for agricultural activity",Mian Farhan Ahmad (FCA)
Finance & Accounting,Investment property IAS 40,International financial reporting standards (IAS 40),Definition of investment property. Examples of investment property. Other classification issues,"Mohamed Elsayed CA, CMA, CertIFR, MSSTE"
Finance & Accounting,IFRS 15- Revenue from Contracts with Customers,IFRS 15- Revenue from Contracts with Customers,"Understand IFRS-15 Completely. In this course, There is complete guide on how to recognize and measure the Revenue under International Financial Reporting Standards. Understand how to recognize revenue from case studies point of view and real life scenarios",Mian Farhan Ahmad (FCA)
Finance & Accounting,The Introduction to IAS 1,Learn major concepts of IAS 1 for Financial Reporting,World-class PwC training about IAS 1 delivered by former PwC Auditor. Understand deeply about underlying concepts of the IAS 1 and the objectives of financial statements. Understand deeply about The components of financial statements (excluding the statement of cash flow),"Thanh Nguyen CIA, ACCA, LLB,JD"
Finance & Accounting,"International Financial Reporting (Cert, Dip IFR) 2024 Exams","Cert IFR, IFRS, International Financial Reporting, Financial Accounting, Valuation, Dip IFR, ACCA, US. GAAP",to help you understand how International Financial Reporting Standards (IFRS) are used around the world. to explain how the International Financial Reporting Standards Foundation (IFRSF) / International Accounting Standards Board (IASB) work and how these are being. to examine the fundamental requirements of IFRS on a standard-by-standard basis,Finance Professional Education
Finance & Accounting,"SAP FICO ""Become Rockstar"" (with 3 months of Free access)","SAP FICO ""Become Rockstar"" (Placement guaranteed for US based candidates)","Confidence, Knowledge, Enthusiasm, Curiosity, Problem Solving, Unturned pages of SAP in your learning journey.. How do you carry forward and become street smart in adopting to the project complexities.. You will switch ""Surviving Mode"" to ""Thriving Mode""",VRIT Tech Inc
Finance & Accounting,SAP Accounts Payable Certification Training,"Vendor Master Records, Payments, Inquiries, APP, Invoices, Credit Note, Tax, Check Management, Document Control, Reports",End-to-end knowledge of SAP Accounts Payable. Prepare for SAP FI Certification exam. Become an SAP Finance Consultant,Uplatz Training
Finance & Accounting,SAP Product Costing by Sale Order with Variant Configuration,"Sales order Costing: Characteristics, Class, Super BOM & Super Routing, Configurable profile for Variant configuration",SAP CO: Product Costing By Sales Order Scenario with Variant Configuration,Karanam Sreedhar :  SAP S/4 HANA Controlling-Solution Architect
Finance & Accounting,Mastering SAP Financial and Controlling (SAP FICO) - Part-I,"SAP Enterprise Structure,Classic and New General Ledger Accounting End to End Training Course with Real Time Insights!",SAP Enterprise Structure Overview. SAP Enterprise Structure Configuration. SAP Classic General Ledger Accounting Overview,Delta ERP Consulting
Finance & Accounting,SAP CO Report Painter,Report Painter using Cost Center Accounting,Explain Basic Functions of Report Painter. after completing this course you will be familiar with how to create/change report using report painter,Srinivas N
Finance & Accounting,SAP CO Product Costing-Mixed Costing Process in S/4 HANA,Product Costing-Mixed Costing with Split Valuation (RM/SFG/FG) Materials with Live Explanation in S4 HANA 1909,"""SAP CO Product costing with Mixed Costing in case of Split Valuation ""will help in Live Environment",Karanam Sreedhar :  SAP S/4 HANA Controlling-Solution Architect
Finance & Accounting,Realtime SAP FICO Validation and Substitution - S/4HANA 2022,Advance SAP FICO Validation and Substitution Used In Real Time Projects.,Realtime SAP FICO validation and substitution. Different types of Set Creation - Basic Set Vs. Single Set. Package and Message Class Creation,Hari Sir
Finance & Accounting,Penology: Treatment of Offender,LLM COURSE Pt-2 (Criminology),Introduction to Penology. Approaches to Punishment. Treatment of Offenders,Prateek Sharma
Finance & Accounting,Crime and Investigation in ICT Era,"LLM COURSE Pt-2 (Criminology),ICT, UGC NET,NTA PHD, other similar exams",Nature and Scope of ICT. Cyber Crime. Criminal Justice System and Cyber Crime,Prateek Sharma
Finance & Accounting,Serial Killers and Spree Killers: Nannie Doss,Serial Killers and Spree Killers,Learn the Legacy of Nannie Doss American Serial Killer. Welcome to Twisted Youth of Grannie Doss. The Killings Begin,Frank M. Statler
Finance & Accounting,"Introduction, Police & Community Engagement UK",From UK University Module,How the Police work in collaboration.. Active participation. Community Policing,Karen Jones (MSc)
Finance & Accounting,"Corporate Sustainability Performance, Reporting, & Assurance",This course is intended for those interested in learning about corporate sustainability.,"Explore the basic concepts, theories and standards of corporate sustainability.. Identify the four themes of corporate sustainability: Multiple bottom line, long-term horizons, stakeholder focus, stakeholder value creation.. Identify the five dimensions of sustainability performance: economic, environmental, governance, social and ethical.",Illumeo Learning. Zabihollah Rezaee (Illumeo)
Finance & Accounting,How to identify and deliver Sustainable Development Goals,Find out which SDG aligns to your organisations profile so you can implement it and be part of the SDG Global community,You will understand the business case for implementing the United Nations Sustainable Development Goals (SDGs). You will be able to identify which SDG/s match the values of your organisation. You will be able to measure and evaluate the impact of SDGs to avoid greenwashing,Jane Saunders
Finance & Accounting,Certified ESG Analyst,Develop your fundamentals in becoming an ESG Analyst,"Explain what ESG is and its relevance to making financial decisions. Describe key environmental, social, and governance issues. Explain how stakeholders influence corporate ESG performance",The Business Academy
Finance & Accounting,"Environmental, Social and Corporate Governance ESG in Sports",An Introduction to ESG Issues and How they Play a Role in Modern Sports Organisations with Examples,"What are environmental, social and governance factors and how do they affect the sports industry. How to identify ESG factors. How companies assess and evaluate ESG factors",The Sports Executive Path
Finance & Accounting,ESG & Sustainability: A Roadmap to Responsible Investing,"Ethical Investing & ESG Sustainability: Craft a Sustainable Future for Business & Society, Unveiling the Power of ESG.","Understand the Environmental sustainability, Social responsibility, Governance issues, and Responsible investing  as well.. Impact of business activities on the environment and explore strategies for reducing greenhouse gas emissions, conserving natural resources, & minimizing waste.. Social impact of business activities on various stakeholders, including employees, customers, and communities.",Kareem Ullah
Finance & Accounting,CFA ESG Investing Certification Preparation,"CFA ESG Investing Certification course preparation, this course will help you clear CFA ESG certification with ease","The concepts and learning objectives to successfully clear CFA ESG Investing exam. Understand the fundamental concepts of Environmental, Social, and Governance (ESG) investing.. Develop a framework for analyzing how ESG factors impact investment analysis and decision-making.",GrownMind Educational Services
Finance & Accounting,Foundation Training on ISO 37001 Anti-bribery System,ISO 37001 Anti-bribery Management System Awareness Training Course,Understand the ISO 37001:2016 Standard and its requirements. Familiarize with the high-level structure and framework of ISO 37001 Standard. Understand the benefits of implementing the ISO 37001 anti-bribery management system,Punyam Academy
Finance & Accounting,CySEC Advanced Exam Question Bank Cyprus Part 1/3,Questions bank for chapters 1 to 5,Topic 1: INVESTMENT SERVICES LAW 2017: SCOPE/POWERS/OFFENCES. Topic 2: CYPRIOT INVESTMENT FIRMS (CIFS).. Topic 3: CYPRIOT INVESTMENT FIRMS (CIFS) AND BANKS,Murat Khajabayeu
Finance & Accounting,An introduction to B-BBEE,Gain a full understanding of the entry information within the B-BBEE frameworks in South Africa.,What B-BBEE is about. Overview of all elements of the B-BBEE scorecard. Tips and tricks regarding B-BBEE,Ownershield Ownershield
Finance & Accounting,Certified  Executive Chief Compliance Officer,CCCO : Assessment and Certification Test,"Understanding regulatory requirements and industry best practices in compliance management.. Developing skills in risk management strategies and implementing effective compliance programs.. Enhancing knowledge of governance, risk, and compliance frameworks.",Abdellatif Abid. GURUCAN Institute
Finance & Accounting,Project Risk Management,Understanding the management of risks on projects utilising a process based approach aligned with the PMBoK,"Understanding of the need for managing risks on projects and in an organisation. Define risk and the different types of risks.. Understand risk concepts including risk appetite, tolerance, criteria, etc",Oluseye Kolawole
Finance & Accounting,Risk Manager's Quick Guide to ESG,"The lecture covered basic ESC concepts, ESG scores & ratings and why firms need ESG risk management.",Definition of ESG. Basic concepts of ESG. ESG Scores and Ratings,"Ramesh Pillai , The IERP"
Finance & Accounting,Project Risk Management,Threats and Opportunities Management,Risk management process. Plan and identify risks in risk management. Qualitative risk analysis,Zakaria Elbarasi
Finance & Accounting,"Risk Control Self Assessment method, Tools and techniques...","Risk Management & Control Management - Objectives, Level Of Risk, Types of Risk, Risk Control, Roles & Responsibilities.",Students and Working professionals would get knowledge on Risk management,Venkatalakshmi S
Finance & Accounting,Introduction to Risk Management,Understanding Risk and Its Importance,Introduction to Risk Management. Risk Managment elements. Introduction to Enterprise Risk managment,Islam Arid
